p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
5.07202341027652e-20	0.372641259722826	0.68	0.388	1.07597904625606e-15	Tex-early-prolif	Exoc4
9.98026986055344e-20	0.320406879713656	0.738	0.436	2.11721444821781e-15	Tex-early-prolif	Zcchc8
1.03494667145129e-19	0.287349761740899	0.68	0.387	2.19553586881678e-15	Tex-early-prolif	Ppil1
1.25545296219475e-19	0.358245225715216	0.785	0.537	2.66331791399995e-15	Tex-early-prolif	Ctdspl2
1.5840949806256e-19	0.259092111995554	0.695	0.385	3.36049909189916e-15	Tex-early-prolif	Creld2
1.6502964539821e-19	0.312780159937592	0.684	0.403	3.50093889747762e-15	Tex-early-prolif	Crybg3
1.69598113237025e-19	0.403785012697634	0.914	0.722	3.59785437421025e-15	Tex-early-prolif	Hnrnph1
1.83104289288627e-19	0.392721411536941	0.75	0.552	3.88437439296893e-15	Tex-early-prolif	Tceal9
2.59445119256396e-19	0.350259281836356	0.75	0.462	5.50386875990519e-15	Tex-early-prolif	Qk
2.75629704006887e-19	0.332159326652656	0.691	0.413	5.8472085408021e-15	Tex-early-prolif	Tshz1
3.45763054958543e-19	0.364115706985367	0.945	0.881	7.33501744789054e-15	Tex-early-prolif	Atpif1
3.99506901240422e-19	0.344824233085773	0.812	0.58	8.4751394029143e-15	Tex-early-prolif	Sae1
4.1834657258767e-19	0.319248487979788	0.883	0.662	8.87480419087483e-15	Tex-early-prolif	Rtn3
5.15976384787494e-19	0.290769817458776	0.676	0.381	1.09459230268819e-14	Tex-early-prolif	Tuba4a
5.86457314958373e-19	0.321045807736672	1	1	1.24411054795269e-14	Tex-early-prolif	Ppia
9.53154095489774e-19	0.382180337949588	0.887	0.694	2.02202109817201e-14	Tex-early-prolif	P4hb
1.03455499911843e-18	0.33115002459695	0.82	0.576	2.19470497512984e-14	Tex-early-prolif	Cbfb
1.09562145118897e-18	0.483357546908533	0.91	0.846	2.32425134655228e-14	Tex-early-prolif	Hp1bp3
1.48230167693106e-18	0.378175545837263	0.953	0.913	3.14455477744154e-14	Tex-early-prolif	Srsf7
2.13781302062098e-18	0.312453675341284	0.789	0.523	4.53515654194534e-14	Tex-early-prolif	Sdf2l1
2.26754613456913e-18	0.363904715758762	0.945	0.837	4.81037236987496e-14	Tex-early-prolif	Rdx
2.74884151994711e-18	0.376293337498542	0.84	0.611	5.8313924004158e-14	Tex-early-prolif	Ccdc82
3.07001664862479e-18	0.266402919161412	0.582	0.316	6.51273331839263e-14	Tex-early-prolif	Coro1c
3.64234028736717e-18	0.351799229842392	0.82	0.588	7.72686068562071e-14	Tex-early-prolif	Maz
4.90407332597155e-18	0.337031106269787	0.793	0.54	1.0403501153716e-13	Tex-early-prolif	Soat1
5.52952782553187e-18	0.27611446900516	0.566	0.317	1.17303403290833e-13	Tex-early-prolif	Rnf168
8.38007704676677e-18	0.257126317949409	0.723	0.446	1.7777495447011e-13	Tex-early-prolif	Med14
9.97805252144665e-18	0.300751059419935	0.707	0.444	2.11674406189969e-13	Tex-early-prolif	Haus3
1.07268407645363e-17	0.348077364599594	0.613	0.351	2.27559199978872e-13	Tex-early-prolif	Sacs
1.09269786177704e-17	0.485821452532696	0.918	0.957	2.31804924397381e-13	Tex-early-prolif	1810037I17Rik
1.16713301287022e-17	0.297697381504381	0.625	0.376	2.47595597350289e-13	Tex-early-prolif	Pom121
1.53081782636953e-17	0.343642049385781	0.758	0.523	3.24747693686031e-13	Tex-early-prolif	Kpna3
1.54850668202887e-17	0.339011783143686	0.812	0.587	3.28500207525605e-13	Tex-early-prolif	Fam76b
1.90490596085545e-17	0.390600024571651	0.918	0.746	4.04106750535876e-13	Tex-early-prolif	Ranbp2
2.02346367864552e-17	0.324229419423328	0.969	0.967	4.29257584787861e-13	Tex-early-prolif	Pcbp2
2.83247686559333e-17	0.268885615074437	0.609	0.338	6.00881642266969e-13	Tex-early-prolif	Rdm1
2.94668368854987e-17	0.320368746831935	0.98	0.94	6.2510947768897e-13	Tex-early-prolif	Sf3b2
2.98978996585156e-17	0.315337184451675	0.828	0.602	6.3425404335575e-13	Tex-early-prolif	Ddx39
3.06832135787811e-17	0.334656629304918	0.922	0.851	6.50913692860262e-13	Tex-early-prolif	Nono
3.34604293509395e-17	0.361563550253146	0.891	0.815	7.0982954825083e-13	Tex-early-prolif	Mrpl18
4.05371668746147e-17	0.498847455524719	0.93	0.925	8.59955458078077e-13	Tex-early-prolif	Jpt1
4.89416263355662e-17	0.275486353315032	0.742	0.505	1.0382476610827e-12	Tex-early-prolif	Ing1
5.88743519799441e-17	0.315065382136168	0.672	0.404	1.24896050290253e-12	Tex-early-prolif	Iqgap2
6.31385606536228e-17	0.334602270015062	0.797	0.66	1.33942142570595e-12	Tex-early-prolif	Lsm8
6.39535122204923e-17	0.302543292069044	0.605	0.367	1.35670980824552e-12	Tex-early-prolif	Ubr7
8.3754272453738e-17	0.278030765480466	0.738	0.46	1.7767631358336e-12	Tex-early-prolif	Uchl5
8.47112681172642e-17	0.259442536885316	0.664	0.393	1.79706484183964e-12	Tex-early-prolif	Meaf6
9.73961150294475e-17	0.257938689008432	0.535	0.283	2.0661611842347e-12	Tex-early-prolif	Haus8
9.88193078911691e-17	0.36049522953528	0.988	0.939	2.09635279760326e-12	Tex-early-prolif	Fus
1.04541925313031e-16	0.282969552190059	0.961	0.989	2.21775240359065e-12	Tex-early-prolif	Hnrnpf
1.11350153231369e-16	0.305203448768006	0.758	0.499	2.36218215065025e-12	Tex-early-prolif	Impdh2
1.222165827794e-16	0.290924447011687	0.801	0.545	2.59270258708219e-12	Tex-early-prolif	Sf3a3
1.22310867908368e-16	0.296724451255892	0.812	0.607	2.59470275180813e-12	Tex-early-prolif	Usp14
2.38143417494118e-16	0.320120991062699	0.723	0.477	5.05197445872022e-12	Tex-early-prolif	Nt5c3b
2.38316557905236e-16	0.358801254930443	0.988	0.966	5.05564745940168e-12	Tex-early-prolif	Luc7l2
3.17869634198687e-16	0.355278235050991	0.852	0.641	6.74328641989095e-12	Tex-early-prolif	Cnot1
4.87948873341665e-16	0.330965525627915	0.828	0.607	1.03513473990701e-11	Tex-early-prolif	Rsrc1
5.57258197476441e-16	0.291024684929193	0.977	0.993	1.18216754012652e-11	Tex-early-prolif	Sumo2
6.34055666195131e-16	0.272544939107731	0.719	0.474	1.34508569026635e-11	Tex-early-prolif	Smarcc2
8.47316022305574e-16	0.426810406730466	0.922	0.811	1.79749620971904e-11	Tex-early-prolif	Atp8b4
9.22883652636724e-16	0.379287375997623	0.898	0.676	1.95780538070355e-11	Tex-early-prolif	Phip
9.66538215125285e-16	0.299265926585403	0.977	0.996	2.05041416956678e-11	Tex-early-prolif	H3f3a
9.69666491438832e-16	0.327176906068832	0.906	0.695	2.05705049493834e-11	Tex-early-prolif	Mlec
1.15109484022267e-15	0.35131053405344	1	0.99	2.44193259404838e-11	Tex-early-prolif	Ncl
1.68320312377775e-15	0.391141802469335	0.859	0.712	3.57074710678212e-11	Tex-early-prolif	Pa2g4
2.19537679422168e-15	0.272384434173285	0.629	0.37	4.65727233126187e-11	Tex-early-prolif	Uap1
2.20018942539605e-15	0.451462976421425	0.879	0.823	4.66748184703518e-11	Tex-early-prolif	Ranbp1
2.30526878322541e-15	0.318807599688463	0.852	0.636	4.89039719673438e-11	Tex-early-prolif	Impa2
3.06580554870143e-15	0.303289218412617	0.98	0.921	6.50379989101522e-11	Tex-early-prolif	Srrm1
4.19550285330659e-15	0.293081331428113	0.844	0.694	8.90033975300461e-11	Tex-early-prolif	Mrpl51
4.39195833166585e-15	0.265861795430731	0.609	0.362	9.31710040479594e-11	Tex-early-prolif	Ift27
4.44575401340165e-15	0.304555141651131	0.723	0.479	9.43122256403025e-11	Tex-early-prolif	Khsrp
4.46855696889018e-15	0.290869246824561	0.617	0.386	9.47959675380363e-11	Tex-early-prolif	Terf1
5.06168795322686e-15	0.306682674053898	0.918	0.801	1.07378648239755e-10	Tex-early-prolif	Stag2
5.86671327134972e-15	0.314075986011314	0.797	0.598	1.24456455338413e-10	Tex-early-prolif	Hspa14
6.26702752364719e-15	0.254900105859016	0.688	0.415	1.32948721886652e-10	Tex-early-prolif	Strbp
6.94901357864501e-15	0.348661187307449	0.961	0.914	1.47416374057375e-10	Tex-early-prolif	Atrx
7.994438993402e-15	0.344337820934273	0.883	0.717	1.6959402880603e-10	Tex-early-prolif	Srsf10
1.1837172216504e-14	0.290003959491614	0.812	0.614	2.51113771400917e-10	Tex-early-prolif	Med30
1.22086752611336e-14	0.297006556374708	0.812	0.572	2.58994836989687e-10	Tex-early-prolif	Phgdh
1.36392217316572e-14	0.338627729462588	0.762	0.581	2.89342449815376e-10	Tex-early-prolif	Tuba1a
1.40361024329731e-14	0.262952743642248	0.637	0.384	2.97761877013092e-10	Tex-early-prolif	Nin
1.44261145909322e-14	0.259837907677815	0.703	0.452	3.06035594932036e-10	Tex-early-prolif	Pbdc1
1.4766133551362e-14	0.292819356303208	0.844	0.644	3.13248757158593e-10	Tex-early-prolif	Brd9
1.96552602729777e-14	0.314897435811598	0.91	0.809	4.1696669143095e-10	Tex-early-prolif	Ptges3
2.34187433376969e-14	0.284694104946523	0.953	0.847	4.96805221165901e-10	Tex-early-prolif	Taf1d
2.38170705438186e-14	0.41062998314524	0.969	0.868	5.05255334516569e-10	Tex-early-prolif	Tpi1
2.77675926073232e-14	0.263253201620558	0.602	0.367	5.89061709571754e-10	Tex-early-prolif	Cep83
3.31122624379317e-14	0.311998699046605	0.953	0.823	7.02443535358284e-10	Tex-early-prolif	Bclaf1
3.40624294263064e-14	0.256660124189119	0.734	0.482	7.22600377849664e-10	Tex-early-prolif	Mtf2
4.18566805217911e-14	0.292787612279365	0.996	0.994	8.87947620589277e-10	Tex-early-prolif	Ybx1
4.33647692419909e-14	0.298550552914549	0.984	0.929	9.19940214699596e-10	Tex-early-prolif	Sfpq
4.89880623704381e-14	0.305442156998021	0.832	0.698	1.03923275512647e-09	Tex-early-prolif	Dpy30
5.00404664777923e-14	0.340081330256401	0.832	0.607	1.06155845585989e-09	Tex-early-prolif	Setx
6.77622777752747e-14	0.328168330852593	0.855	0.682	1.43750896072468e-09	Tex-early-prolif	Tardbp
7.05383272082002e-14	0.287922830516593	0.828	0.653	1.49640007339476e-09	Tex-early-prolif	Uba2
7.07424662359696e-14	0.298682939373446	0.84	0.643	1.50073067872986e-09	Tex-early-prolif	Pcm1
8.40298105092713e-14	0.280384243122545	0.629	0.381	1.78260840014368e-09	Tex-early-prolif	Slc16a3
1.02889458661369e-13	0.304930152571694	0.805	0.616	2.18269697604227e-09	Tex-early-prolif	Bex3
1.50481674647441e-13	0.422158338744677	0.812	0.639	3.19231824597082e-09	Tex-early-prolif	Mcm6
1.67780757190368e-13	0.263658694579522	0.449	0.242	3.55930098303646e-09	Tex-early-prolif	Cdca7
1.71688176348034e-13	0.267850186693865	0.773	0.518	3.6421929730472e-09	Tex-early-prolif	Iws1
2.16357707172774e-13	0.267882998285212	0.871	0.706	4.58981239996324e-09	Tex-early-prolif	Sf1
2.67773243459529e-13	0.26369615311077	0.684	0.457	5.68054158675045e-09	Tex-early-prolif	Ubap2
3.25421168511929e-13	0.338516471516937	0.758	0.574	6.90348466881206e-09	Tex-early-prolif	Cnot6
3.33076123881181e-13	0.305953934239741	0.809	0.604	7.06587689201538e-09	Tex-early-prolif	Map4
3.86192571272096e-13	0.367806419256426	0.652	0.452	8.19268920696624e-09	Tex-early-prolif	Ccng1
3.89835110162985e-13	0.265408883867285	0.793	0.522	8.26996202699756e-09	Tex-early-prolif	Atp10a
5.09338566100557e-13	0.266752523952626	0.934	0.837	1.08051083412572e-08	Tex-early-prolif	Thrap3
5.25748460669089e-13	0.287566155384563	0.773	0.549	1.11532278446341e-08	Tex-early-prolif	Polr2a
5.40400714582718e-13	0.252820081559329	0.766	0.535	1.14640607591578e-08	Tex-early-prolif	Ppwd1
6.54489348676715e-13	0.324853628787072	0.91	0.778	1.38843370428278e-08	Tex-early-prolif	Hnrnpul2
8.33439221576869e-13	0.296041101589313	0.926	0.817	1.76805796465317e-08	Tex-early-prolif	Dnajb11
1.43407338391412e-12	0.294502205327298	0.82	0.615	3.04224327663542e-08	Tex-early-prolif	Paics
1.44272840984203e-12	0.298747401245262	0.797	0.585	3.06060404863889e-08	Tex-early-prolif	Larp7
1.5632553545444e-12	0.275686955237386	0.902	0.732	3.3162899091305e-08	Tex-early-prolif	Ssr1
2.00577471841694e-12	0.268309297783572	0.918	0.833	4.25505048764969e-08	Tex-early-prolif	Raly
2.3392559473502e-12	0.309385702365367	0.879	0.738	4.96249756670872e-08	Tex-early-prolif	Plp2
2.69868926743525e-12	0.251966862182485	0.77	0.588	5.72499941193713e-08	Tex-early-prolif	Elof1
2.94765616303981e-12	0.272867101920854	0.895	0.761	6.25315778427265e-08	Tex-early-prolif	Taf15
3.13464020595472e-12	0.278158695595916	0.828	0.676	6.64982573291235e-08	Tex-early-prolif	Emd
3.42377788958017e-12	0.309532811166813	0.797	0.575	7.26320241495536e-08	Tex-early-prolif	Rock2
4.26667397740883e-12	0.327554081582539	0.938	0.778	9.05132217567509e-08	Tex-early-prolif	Dhx9
5.48057084243802e-12	0.27319819634286	0.77	0.576	1.1626482985148e-07	Tex-early-prolif	Naa50
7.43968693704127e-12	0.252424314680159	0.852	0.641	1.57825518682394e-07	Tex-early-prolif	Matr3
7.94974718405344e-12	0.258014117070683	0.922	0.982	1.6864593676251e-07	Tex-early-prolif	Hint1
7.9882336894244e-12	0.296172553818331	0.82	0.615	1.69462389487449e-07	Tex-early-prolif	P4ha1
8.18299496038495e-12	0.254386679297123	0.926	0.841	1.73594055089606e-07	Tex-early-prolif	Thoc7
8.66720247907821e-12	0.275037481099138	0.805	0.623	1.83866033391165e-07	Tex-early-prolif	Oxct1
9.1104252865892e-12	0.266153265008609	0.926	0.839	1.93268562029703e-07	Tex-early-prolif	G3bp1
1.1869452780661e-11	0.580498955547655	0.348	0.186	2.51798571288943e-07	Tex-early-prolif	Serpine2
1.52843779376703e-11	0.436495359012818	0.809	0.623	3.24242793569737e-07	Tex-early-prolif	Ikzf2
2.28375433783809e-11	0.25327783277164	0.895	0.716	4.84475645228972e-07	Tex-early-prolif	Pcmt1
2.85035568525194e-11	0.251369019275829	0.812	0.597	6.04674455069346e-07	Tex-early-prolif	Sipa1l1
2.98687170800263e-11	0.287204990214857	0.773	0.557	6.33634964135677e-07	Tex-early-prolif	Srgap2
4.8923570210072e-11	0.670821486255376	1	0.998	1.03786461843647e-06	Tex-early-prolif	mt-Cytb
5.7997465489289e-11	0.250139481143534	0.82	0.639	1.23035823288978e-06	Tex-early-prolif	Ptbp1
6.14838778138057e-11	0.350914379490409	0.758	0.594	1.30431898394207e-06	Tex-early-prolif	Smg6
6.80477845378320e-11	0.261588267066603	0.926	0.912	1.44356570118557e-06	Tex-early-prolif	Calm3
6.91504715961446e-11	0.262235659106122	0.852	0.719	1.46695810444061e-06	Tex-early-prolif	Rnps1
8.51324942494749e-11	0.279189913753151	0.793	0.611	1.80600073300836e-06	Tex-early-prolif	Nop56
1.40216416677011e-10	0.273013837857492	0.871	0.795	2.97455106338612e-06	Tex-early-prolif	Ppm1g
1.62977596340897e-10	0.270932726429527	0.926	0.825	3.45740672877579e-06	Tex-early-prolif	Cdv3
1.68716072332926e-10	0.260954725383158	0.84	0.639	3.57914275847069e-06	Tex-early-prolif	B230219D22Rik
2.11373977089904e-10	0.254518688400872	0.57	0.364	4.48408754998523e-06	Tex-early-prolif	Cdca7l
2.53976502635432e-10	0.295655309264688	0.902	0.706	5.38785752690806e-06	Tex-early-prolif	Nrgn
2.63440067686873e-10	0.262326805838916	0.973	0.93	5.58861759590931e-06	Tex-early-prolif	Hnrnpa1
2.63988526569758e-10	0.2656786882414	0.887	0.804	5.60025260265086e-06	Tex-early-prolif	Dbi
3.37311248706962e-10	0.329799667965783	0.961	0.887	7.15572083006948e-06	Tex-early-prolif	Cntrl
3.62093347383905e-10	0.272150740050625	0.914	0.831	7.68144827140217e-06	Tex-early-prolif	Ppig
3.78112294609807e-10	0.31210028342031	0.957	0.842	8.02127421785245e-06	Tex-early-prolif	Canx
4.11261607863351e-10	0.270579278515315	0.871	0.739	8.72450374921312e-06	Tex-early-prolif	Hnrnpr
5.15795940083955e-10	0.321699655696825	0.992	0.945	1.0942095072941e-05	Tex-early-prolif	Prpf4b
8.45276654060226e-10	0.276939478137449	0.996	0.983	1.79316989392336e-05	Tex-early-prolif	Ldha
1.15794500155668e-09	0.274319741866548	0.777	0.557	2.45646452630234e-05	Tex-early-prolif	Setd2
1.36800302786108e-09	0.264161586320095	0.727	0.521	2.90208162330451e-05	Tex-early-prolif	Raph1
1.42934524097729e-09	0.250349073142851	0.59	0.404	3.03221299420922e-05	Tex-early-prolif	Sun2
1.49353823719045e-09	0.279002254838692	0.652	0.455	3.16839201637583e-05	Tex-early-prolif	Nlrc3
1.6720024740604e-09	0.263676512697745	0.836	0.645	3.54698604847173e-05	Tex-early-prolif	Galnt1
1.80479296737527e-09	0.270596042695763	0.617	0.411	3.82868780098989e-05	Tex-early-prolif	Cspp1
2.15821198944564e-09	0.29014484805271	0.773	0.624	4.57843091440998e-05	Tex-early-prolif	Ubald2
2.24984103169751e-09	0.276441828192718	0.855	0.824	4.7728127646431e-05	Tex-early-prolif	Gpx4
3.0052910758294e-09	0.279401005893316	0.738	0.567	6.37542448826449e-05	Tex-early-prolif	Larp4b
3.25001142125688e-09	0.30870232105862	0.641	0.433	6.89457422905435e-05	Tex-early-prolif	Parp1
4.46985972019367e-09	0.256327049233766	0.684	0.513	9.48236041041886e-05	Tex-early-prolif	Stt3b
5.32954024806995e-09	0.251296118307486	0.777	0.611	0.000113060866822556	Tex-early-prolif	Cisd1
5.84400389292257e-09	0.261070986533609	0.781	0.58	0.000123974698584459	Tex-early-prolif	Paxbp1
7.85961108772874e-09	0.399252323496753	0.418	0.246	0.000166733789615078	Tex-early-prolif	Exosc2
7.9470261235322e-09	0.271959641072664	0.824	0.664	0.000168588212184612	Tex-early-prolif	Ccar1
8.19539185907308e-09	0.395973556100564	1	0.973	0.000173857042898376	Tex-early-prolif	Myh9
8.55682358806471e-09	0.252984807397626	0.742	0.547	0.000181524455597205	Tex-early-prolif	Atp2a2
1.32885653782756e-08	0.260258008001964	0.84	0.711	0.000281903625934738	Tex-early-prolif	Pole4
2.79170042240539e-08	0.262766460403277	0.703	0.52	0.000592231327609079	Tex-early-prolif	Gabpb2
4.76775656816622e-08	0.25329788226203	0.781	0.572	0.00101143187837078	Tex-early-prolif	Mdm4
1.00993000360782e-07	0.300429441906416	0.859	0.784	0.00214246550965363	Tex-early-prolif	Klrc2
1.24275433068168e-07	0.273397193462258	0.988	0.958	0.00263637903710811	Tex-early-prolif	Iqgap1
1.6651026835024e-07	0.268077783591701	0.93	0.9	0.00353234883278199	Tex-early-prolif	Emp3
7.19123000154846e-07	0.255204839136674	0.742	0.607	0.0152554753252849	Tex-early-prolif	Rbl2
8.95759479246269e-07	0.250114901087171	0.828	0.676	0.0190026415927304	Tex-early-prolif	R3hdm1
3.2332968453508e-06	0.269711427010522	0.934	0.924	0.0685911592772718	Tex-early-prolif	Rps27l
4.27351108119046e-06	0.298092496013863	0.758	0.634	0.0906582640763745	Tex-early-prolif	Atf7ip
9.13057224841174e-06	0.280557225055139	0.914	0.823	0.193695959677807	Tex-early-prolif	Spn
1.01684324928038e-05	0.899045214409119	0.996	0.993	0.215713126902341	Tex-early-prolif	mt-Rnr1
1.16954738581617e-05	0.2501198563306	0.961	0.952	0.248107782427041	Tex-early-prolif	Ankrd11
1.38001798884345e-05	0.259290374369649	0.746	0.617	0.29275701615325	Tex-early-prolif	Sptbn1
1.41678285842612e-05	0.592506445333016	0.992	0.985	0.300556315586517	Tex-early-prolif	mt-Nd1
2.00845391621567e-05	0.551818483205945	0.992	0.98	0.426073413785992	Tex-early-prolif	mt-Nd2
2.77331276676553e-05	0.577416044802829	0.988	0.976	0.58833057034164	Tex-early-prolif	mt-Nd4
0.000136632821751298	0.265537042104721	0.59	0.461	1	Tex-early-prolif	Gm47283
0.000158250439505217	0.385291505788815	0.723	0.687	1	Tex-early-prolif	Fosb
0.000324922782443817	0.353093711899898	0.863	0.747	1	Tex-early-prolif	mt-Atp8
0.000767243350098029	0.480718290663075	0.922	0.884	1	Tex-early-prolif	mt-Nd5
0.00286158202414619	0.378756075526789	0.973	0.964	1	Tex-early-prolif	mt-Co1
0.00316958665503085	1.56119421753138	0.902	0.833	1	Tex-early-prolif	Lars2
0.00591969915000389	0.536628355478005	0.887	0.729	1	Tex-early-prolif	Mir6236
0.00642632050828939	0.336549682335308	0.906	0.848	1	Tex-early-prolif	mt-Atp6
0	1.941073417386	0.802	0.014	0	Tnaive-like	S1pr1
0	1.00046393105794	0.395	0.003	0	Tnaive-like	Klf3
1.10411347667983e-158	0.544989425224899	0.256	0.004	2.34226632942859e-154	Tnaive-like	Dtx1
2.03433584472564e-153	1.52916151960946	0.651	0.043	4.31564006100098e-149	Tnaive-like	Tcf7
6.19046626654082e-115	1.30027905273261	0.535	0.039	1.31324551378397e-110	Tnaive-like	Slamf6
6.15283855717175e-89	1.04731901684499	0.512	0.047	1.30526317151841e-84	Tnaive-like	Cmah
2.73659098499195e-84	2.73341686565893	0.942	0.22	5.80540411556192e-80	Tnaive-like	Klf2
6.43633682626281e-82	0.691015796917279	0.349	0.022	1.36540449432339e-77	Tnaive-like	Hmgb1-ps8
3.1285776811966e-81	0.676456527588518	0.372	0.026	6.63696469289047e-77	Tnaive-like	Gm26740
3.13757634072542e-67	1.64661107596381	0.837	0.192	6.6560544492149e-63	Tnaive-like	Itgb7
2.28749746049898e-61	2.06111946136219	0.907	0.276	4.85269711270254e-57	Tnaive-like	Emb
4.10201243965085e-56	1.63408704340895	0.791	0.213	8.7020091894753e-52	Tnaive-like	Ripor2
1.13437347142006e-54	1.49532004903267	0.744	0.189	2.40645988227051e-50	Tnaive-like	Gm2682
3.93894706081447e-42	1.2646413921487	0.605	0.15	8.35608229481181e-38	Tnaive-like	Rasgrp2
1.60472833714295e-40	0.601794762507598	0.337	0.043	3.40427069441505e-36	Tnaive-like	Sh3bp5
8.27259400000522e-38	1.49128752394744	0.942	0.63	1.75494809116111e-33	Tnaive-like	Arl4c
1.08138797596132e-35	1.47060612944033	0.86	0.444	2.29405645220434e-31	Tnaive-like	Gramd3
7.09673418373976e-33	1.49736269911875	0.988	0.982	1.50550118973855e-28	Tnaive-like	Itgb1
1.90664993203938e-31	0.900430103648964	0.43	0.089	4.04476716582834e-27	Tnaive-like	Rora
1.43460646687258e-30	1.25773259178044	0.733	0.3	3.04337415882348e-26	Tnaive-like	Slco3a1
3.8438860824678e-30	1.15130674853155	0.686	0.279	8.15441993534719e-26	Tnaive-like	Rasa3
1.29982959770146e-27	2.47509118477528	0.279	0.041	2.75745850856387e-23	Tnaive-like	Gzma
5.22129689856446e-25	1.3296071587392	0.465	0.122	1.10764592406146e-20	Tnaive-like	Ccr2
1.27482490859841e-24	1.29382616746359	0.953	0.901	2.70441356110067e-20	Tnaive-like	Zfp36l2
2.39767780227264e-24	1.0368805820835	0.733	0.356	5.08643368974117e-20	Tnaive-like	Cxcr3
1.0139895870669e-22	1.12813259788945	0.407	0.108	2.15107751000373e-18	Tnaive-like	Cd7
1.29777663763564e-22	1.26583451463349	0.802	0.588	2.75310335908025e-18	Tnaive-like	Stk38
1.11334376197609e-21	1.77157431429672	0.826	0.683	2.36184745665607e-17	Tnaive-like	Il7r
8.34408714962986e-21	1.19588248335515	0.698	0.381	1.77011464792248e-16	Tnaive-like	Ssh2
1.60490185900792e-20	0.793759728675042	0.988	0.994	3.4046388036994e-16	Tnaive-like	Ms4a6b
8.71644455753208e-20	0.478792709649271	0.267	0.053	1.84910654843485e-15	Tnaive-like	Cd55
9.93937385771576e-20	1.13778268101314	0.802	0.64	2.10853877017582e-15	Tnaive-like	Rnf138
8.10883563169651e-18	0.876501698677599	0.988	0.965	1.7202083909081e-13	Tnaive-like	Slfn2
1.1537644437939e-17	0.765148791598717	0.942	0.95	2.44759589106438e-13	Tnaive-like	Saraf
1.87747338250005e-17	0.856794201704361	0.884	0.851	3.9828720336356e-13	Tnaive-like	Bin2
2.51862977426901e-17	0.76942139013748	0.884	0.808	5.34302120313428e-13	Tnaive-like	Klf13
2.52869168973055e-17	0.528157960533052	0.988	0.996	5.36436655059439e-13	Tnaive-like	Arhgdib
4.17861079947121e-17	0.723817321771465	1	0.999	8.86450494999823e-13	Tnaive-like	mt-Rnr2
7.96702157381664e-17	1.22275567398237	0.791	0.592	1.69012395666946e-12	Tnaive-like	Pim1
1.19450618010122e-16	0.752165715824486	0.477	0.19	2.53402541046673e-12	Tnaive-like	Sidt1
1.23733465454203e-16	1.07166492148495	0.826	0.774	2.62488173614546e-12	Tnaive-like	Atp1b3
1.79046022246854e-16	0.577161508940541	0.256	0.057	3.79828231594475e-12	Tnaive-like	Gm11346
2.56529739497651e-16	0.584881655666952	0.337	0.096	5.44202189370316e-12	Tnaive-like	Atp10d
3.1073166589091e-16	0.727462290457377	1	1	6.59186156020976e-12	Tnaive-like	Malat1
5.46191436057939e-16	0.861333520678328	0.837	0.775	1.15869051245331e-11	Tnaive-like	Bcl11b
6.33387750252367e-16	0.444486898285142	0.279	0.068	1.34366877338537e-11	Tnaive-like	Mirt1
7.55212392387265e-16	0.80090167653545	0.988	0.998	1.60210756921034e-11	Tnaive-like	S100a10
9.33653658433022e-16	0.740300676051402	0.884	0.806	1.98065287099981e-11	Tnaive-like	Cdc42se1
1.16633178168709e-15	0.463355318260951	1	1	2.474256241671e-11	Tnaive-like	Rps27
3.51564798097307e-15	0.616070667182238	0.512	0.227	7.45809562683627e-11	Tnaive-like	Gm20186
3.77228712006364e-15	0.646596169647423	1	0.996	8.002529896503e-11	Tnaive-like	Mbnl1
6.68105912040132e-15	1.08813114003083	0.523	0.252	1.41731988180194e-10	Tnaive-like	Tagap
3.98095399886826e-14	0.292608777739209	1	1	8.44519581319913e-10	Tnaive-like	Rpl19
1.05692386361983e-13	2.48280196453331	0.814	0.729	2.2421582842831e-09	Tnaive-like	Ccl5
3.01795956739085e-13	1.45939107377485	0.674	0.426	6.40229942626295e-09	Tnaive-like	Gm12840
6.77837219525458e-13	0.47811461833405	1	0.997	1.43796387750131e-08	Tnaive-like	Laptm5
8.95247275800779e-13	0.741682195498076	0.907	0.943	1.89917757088377e-08	Tnaive-like	Pdcd4
9.43217917557177e-13	0.474083804465908	1	1	2.00094249030579e-08	Tnaive-like	Ms4a4b
9.60133304413944e-13	0.908851595387273	0.791	0.636	2.03682679198374e-08	Tnaive-like	Il18r1
1.02975741270648e-12	0.64237424398766	0.988	0.923	2.18452737531552e-08	Tnaive-like	Ppp1r12a
1.08694730473591e-12	0.668123791813831	0.837	0.82	2.30585001226676e-08	Tnaive-like	Smap1
1.53455676982551e-12	0.804122280132102	0.547	0.311	3.25540873150784e-08	Tnaive-like	Kbtbd11
2.14689485948637e-12	0.624519532626884	0.953	0.926	4.55442275491438e-08	Tnaive-like	Cd2
2.72555473639168e-12	0.587446206447722	0.953	0.984	5.78199181778132e-08	Tnaive-like	Selplg
4.75776940041327e-12	0.586927932523136	0.907	0.887	1.00931320060367e-07	Tnaive-like	Rab8a
4.77483418450392e-12	0.571493455560726	0.93	0.984	1.01293332390066e-07	Tnaive-like	Jak1
7.11066494778299e-12	0.472238885612594	0.256	0.073	1.50845646202268e-07	Tnaive-like	Cd9
7.41519518832346e-12	0.857054262090567	0.837	0.826	1.57305950725094e-07	Tnaive-like	4930523C07Rik
