ENTREZID	SYMBOL	logFC.Tex	FDR	nr_overlaps	exhausted_CD8_scRNAcluster_HCC_Zheng2017_human	exhausted_signature_CD8_NSCLC_up_Guo2018_human	exhaustion_associated_variable_Tirosh2016_human	exhaustion_consistent_core_up_Tirosh2016_human	exhaustion_Mel75_up_Tirosh2016_human	PD1high_CD8_TILs_vs_EM_blood_up_Thommen2018_human	PD1high_CD8_TILs_vs_PD1int_low_TILS_up_Thommen2018_human	PD1int_CD8_TILs_vs_EM_blood_up_Thommen2018_human	PD1neg_CD8_TILs_vs_EM_blood_up_Thommen2018_human	tumor_specific_TILs_vs_tumor_specific_blood_up_Baitsch2011_human	selectedHit
83986	FAM234A	0.391692434839258	4.90713233969396e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
6222	RPS18	0.307613847915227	4.9518810139878e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
105377067	CCR3	3.55292841857178	4.97357577727369e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
9047	SH2D2A	0.404593761341903	4.97357577727369e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
1628	DBP	0.667873984533212	4.97771612613462e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
10175	CNIH1	0.569061262418494	4.98855274030408e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
10211	FLOT1	0.762189371239973	5.01283489988385e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
8226	PUDP	-0.224142499204246	5.01283489988385e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
57555	NLGN2	0.401855132229893	5.02123716651133e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
55558	PLXNA3	0.000886770386692911	5.02123716651133e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
83444	INO80B	0.701120051512855	5.02123716651133e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
3178	HNRNPA1	-0.109936609313028	5.05118526676493e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
3748	KCNC3	3.02688291173396	5.06130164483758e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
11112	HIBADH	0.544576216030536	5.06881705174885e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
79077	DCTPP1	-0.528562276267455	5.08107305884003e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
3577	CXCR1	1.58881742494826	5.08905521045422e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
2710	GK	0.766818556562228	5.11924302240787e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
1291	COL6A1	2.64579421284438	5.13296329168168e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
10128	LRPPRC	-0.104064186404229	5.18500598315612e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
81030	ZBP1	0.808561187086187	5.18500598315612e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
3104	ZBTB48	0.0682883535497737	5.18500598315612e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
2091	FBL	-0.122619147931205	5.18500598315612e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
2934	GSN	0.601941205031241	5.20095805020326e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
90313	TP53I13	0.938991508747967	5.20131214435359e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
375341	C3orf62	0.0688162981083351	5.20644159765051e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
1022	CDK7	0.00212601700860364	5.20644159765051e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
8502	PKP4	-0.731441731621883	5.20644159765051e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
55704	CCDC88A	-0.0902629506682132	5.22105273588568e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
57035	RSRP1	0.359875912859079	5.24005683715539e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
25981	DNAH1	0.370053096933453	5.25422196167752e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
79041	TMEM38A	2.95844449141156	5.30490452268892e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
51172	NAGPA	0.243808340720171	5.30730565933909e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
7050	TGIF1	1.06780057831999	5.3749337189987e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
256957	HEATR9	1.17332689519235	5.38045593004389e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
57697	FANCM	-0.712987140511407	5.45390826060622e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
6789	STK4	0.0316495506002573	5.4649942120041e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
6480	ST6GAL1	0.105818258455285	5.46822045961804e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
9361	LONP1	-0.05002786144986	5.47973580874893e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
84181	CHD6	0.0722044931859762	5.47973580874893e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
8764	TNFRSF14	0.112239405969469	5.47973580874893e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
7064	THOP1	-0.22469390039665	5.4808253531516e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
2787	GNG5	0.153573255459324	5.53965726871317e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
54847	SIDT1	0.0710821928888306	5.53965726871317e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
197358	NLRC3	0.201061610807257	5.54133025065117e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
54976	C20orf27	0.0778184752742189	5.55123579367245e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
10728	PTGES3	-0.459783703988109	5.56318142695963e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
23031	MAST3	0.161731954913649	5.57093275330058e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
56474	CTPS2	1.25184443523478	5.58780348588698e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
51127	TRIM17	1.6614353275244	5.62757801021119e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
2588	GALNS	0.237629928611519	5.64936447740921e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
22	ABCB7	0.370002996507848	5.66707190721728e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
5270	SERPINE2	0.819517673315652	5.67267806602995e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
79183	TTPAL	0.219191200254451	5.68197561292205e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
2273	FHL1	-1.49826121716594	5.73882328691145e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
64065	PERP	-0.383034441809789	5.74262753249687e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
10178	TENM1	1.22224433472243	5.75334698624729e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
7060	THBS4	0.530414379670062	5.77244613099175e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
116986	AGAP2	0.073123356434282	5.78758182098765e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
6272	SORT1	-0.982731207668297	5.78991606786946e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
221830	POLR1F	-0.281358311253046	5.796963229156e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
7767	ZNF224	0.143615801340873	5.8221206219521e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
56907	SPIRE1	0.433332536429916	5.82259565929855e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
84958	SYTL1	0.426495091578991	5.83968655694558e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
6636	SNRPF	0.220959728622664	5.85951524962606e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
8473	OGT	0.842145465161971	5.86371277762886e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
10389	SCML2	-1.28811393157455	5.86431046164003e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
9826	ARHGEF11	0.351442043096967	5.90189343260195e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
828	CAPS	0.39978328368327	5.9175212912354e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
100289678	ZNF783	0.421892521569255	5.9486759761752e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
90525	SHF	0.488095447683651	5.96177337581407e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
85377	MICALL1	0.138008652399253	6.00625203235436e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
51102	MECR	-0.12071918807086	6.0667692685422e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
84267	C9orf64	0.219512821060359	6.09969861117272e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
27089	UQCRQ	-0.0659624255919452	6.10443201631168e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
25840	METTL7A	1.55338765258289	6.15646554976164e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
84618	NT5C1A	-0.233228039421918	6.1632338778931e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
7538	ZFP36	0.522653888579293	6.18351865523317e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
54926	UBE2R2	0.440301290822435	6.1917625495855e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
10295	BCKDK	0.248520136924103	6.28014817831561e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
10610	ST6GALNAC2	1.32270988224085	6.29220276523374e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
23421	ITGB3BP	-0.552825951317845	6.29459350810961e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
84968	PNMA6A	1.8054740608529	6.29987467753224e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
320	APBA1	-1.38644823224485	6.32643475823002e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
23315	SLC9A8	0.0491860549889335	6.32643475823002e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
23658	LSM5	-0.189791303291218	6.3906533782334e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
283742	FAM98B	-0.108584158554331	6.4135116184334e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
134549	SHROOM1	-0.0948546700326362	6.4135116184334e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
3818	KLKB1	0.185870310553249	6.43875333580283e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
8525	DGKZ	0.47270270915479	6.48642345489361e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
126433	FBXO27	1.75301170611142	6.48642345489361e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
NA	MSH5-SAPCD1	-0.220304065722811	6.49571802001775e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
11251	PTGDR2	0.618841062166609	6.49686674124101e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
79142	PHF23	0.305046568781616	6.49686674124101e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
55840	EAF2	-0.452146557924999	6.49814286565528e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
154075	SAMD3	0.104501978068297	6.55370208131796e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
4915	NTRK2	-2.2412625136835	6.59175534885989e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
51008	ASCC1	0.320672410442972	6.63146780008775e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
84549	MAK16	-0.644813254153582	6.68163217911041e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
23218	NBEAL2	0.083655107947304	6.68163217911041e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
23247	KATNIP	0.198815020264737	6.71564098292265e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
80325	ABTB1	0.697889642902454	6.71564098292265e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
79568	MAIP1	0.23586407866072	6.71564098292265e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
79656	BEND5	1.29774445378131	6.74763833085988e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
50865	HEBP1	-0.528975735094675	6.76128635866265e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
132720	FAM241A	-0.844812172804833	6.82561393551621e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
94120	SYTL3	-0.0142651101842736	6.85348127283747e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
63910	SLC17A9	0.341485047397673	6.85485158073029e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
84699	CREB3L3	2.06151534738028	6.88133170425001e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
10943	MSL3	0.017662948010495	6.931240269227e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
124460	SNX20	0.124983228908908	6.94432446194142e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
201456	FBXO15	0.692663292119922	6.96437292016285e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
7458	EIF4H	-0.0387032061433113	6.96941194851444e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
2187	FANCB	-1.15154481974561	6.99013286704e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
401251	SAPCD1	-0.47872666275625	7.00299691517434e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
8870	IER3	0.722165122300587	7.0256573902888e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
158358	KIAA2026	0.0273952050050579	7.05355905345607e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
79874	RABEP2	0.158711472369869	7.07267060545631e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
97	ACYP1	-0.256818811659808	7.07267060545631e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
51678	PALS2	-0.0552366063626326	7.16745557465299e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
144983	HNRNPA1L2	0.0774455961367639	7.17311534023543e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
5343	PLGLB1	0.88339528103298	7.19902590180104e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
130557	ZNF513	0.250277944466055	7.23624990477448e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
548593	SLX1A	0.292679058754651	7.23636001834403e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
3820	KLRB1	0.334588388006357	7.3172932799597e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
1723	DHODH	-0.440655600696384	7.3213869956214e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
22934	RPIA	-0.0233146860119425	7.32295373321221e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
7517	XRCC3	-0.874122843609744	7.41310973071934e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
340385	ZNF517	0.207969126651448	7.42552722282987e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
283948	NHLRC4	0.823816467818337	7.43178568797835e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
64115	VSIR	0.695033341159865	7.46636045828209e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
84934	RITA1	1.0450492073674	7.50466957934212e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
90990	KIFC2	0.137224100348729	7.60927797270222e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
135293	PM20D2	-0.657136226948892	7.60927797270222e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
11331	PHB2	0.189823396437925	7.65756248124821e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
23468	CBX5	-0.372993100043413	7.77481808385323e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
4048	LTA4H	0.0634598101242987	7.79038670342552e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
51148	CERCAM	2.0791503807099	7.79038670342552e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
10443	N4BP2L2	0.132649452729393	7.79736136881474e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
27202	C5AR2	2.3577836913776	7.83142343346389e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
498	ATP5F1A	0.172445587060811	7.84755559105137e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
6788	STK3	-1.03059384257924	7.86607051486065e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
719	C3AR1	0.0327101720144542	7.88800951777837e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
2882	GPX7	0.930507810361597	7.97831759750975e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
960	CD44	0.116505207085983	7.98053871705575e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
83700	JAM3	-0.343059097983975	7.98053871705575e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
284018	C17orf58	0.434262989550853	7.99571193342235e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
136051	ZNF786	0.00365672257939501	8.01580985223945e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
23710	GABARAPL1	0.409725420634205	8.19010129426692e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
80024	SLC8B1	0.258875466373874	8.26097874866137e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
2838	GPR15	1.65346670595282	8.26860364507862e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
54836	BSPRY	0.980760618160817	8.33133325655137e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
8792	TNFRSF11A	2.25012750206001	8.36866087500122e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
65244	SPATS2	0.38046719686042	8.46134091131374e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
6742	SSBP1	-0.02663088518445	8.47423394482382e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
2037	EPB41L2	-0.662216596535055	8.50025310355294e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
4439	MSH5	-0.193172152022751	8.50025310355294e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
7976	FZD3	2.61779019399149	8.5220322717166e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
9651	PLCH2	1.1085067130298	8.53235970396953e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
644353	ZCCHC18	0.0750831433174276	8.57888531619068e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
55055	ZWILCH	-0.667967037655336	8.70489446620199e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
283383	ADGRD1	-0.375916892766783	8.87641213335659e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
283450	HECTD4	0.0536457203976368	8.96439809877683e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
65981	CAPRIN2	0.135090076571224	8.96854824144918e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
114987	WDR31	0.297253786659089	9.02067537498822e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
84892	POMGNT2	-1.01726563709902	9.09091807697508e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
51661	FKBP7	0.451915093774264	9.09821330250132e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
6130	RPL7A	0.214816805156071	9.09962557538929e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
374907	B3GNT8	0.163739724596024	9.09962557538929e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
126075	CCDC159	0.758835973345605	9.17786796050394e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
2182	ACSL4	0.726630977028109	9.188490534536e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
162989	DEDD2	0.0460909661953127	9.188490534536e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
1609	DGKQ	0.364386361527923	9.188490534536e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
3706	ITPKA	-0.410277669670262	9.19295529222877e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
64951	MRPS24	0.29994959852496	9.19295529222877e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
2592	GALT	0.175358205066594	9.28172535839718e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
10929	SRSF8	0.110999947962032	9.37255741230311e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
60312	AFAP1	0.388045747320703	9.38704268193493e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
286749	STON1-GTF2A1L	2.55244909278106	9.39341930343989e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
196403	DTX3	1.02900906845592	9.40009514674285e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
51752	ERAP1	0.00547362603023404	9.42287337453521e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
23300	ATMIN	0.0196329182881778	9.4794462730911e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
58986	PGAP6	0.165051157493142	9.49403030499316e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
79000	AUNIP	-0.996679043200239	9.53699522826841e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
85019	TMEM241	-0.0943335727247338	9.60264205188896e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
81669	CCNL2	0.0394131588003622	9.61757341719858e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
85376	RIMBP3	0.0952288907606957	9.66286649539412e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
6175	RPLP0	0.45033711708539	9.69000451559936e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
1892	ECHS1	0.194038494222392	9.70545992511226e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
85444	LRRCC1	-0.446623726993066	9.71024570177035e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
84140	FAM161A	0.0438948907150805	9.74612759701614e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
10712	FAM189B	0.457246955424238	9.78245270470078e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
2495	FTH1	0.297310043757792	9.80051385377163e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
728568	C12orf73	0.329686745213743	9.82154602842854e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
8611	PLPP1	0.742690642484075	9.83270885411013e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
4671	NAIP	0.0203359266243749	9.90161261408476e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
1186	CLCN7	0.420625896998103	9.90161261408476e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
3716	JAK1	0.0386609506160656	9.97174558941419e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
631	BFSP1	1.49993421883924	9.98737669210674e-06	0	0	0	0	0	0	0	0	0	0	0	FALSE
7468	NSD2	-0.340770611255569	1.00597378179636e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
54978	SLC35F6	0.00240523611145705	1.00597378179636e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
100113407	TMEM170B	-0.784961129784562	1.00877293972038e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
114294	LACTB	-0.0379135145663133	1.01142079466e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
84273	NOA1	0.61421390842015	1.01295369461584e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
23082	PPRC1	-0.883778131674109	1.01731162864936e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
10276	NET1	-0.21283906968845	1.02826519646084e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
90390	MED30	-0.0828170682208443	1.02933648633816e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
92092	ZC3HAV1L	1.68426972559593	1.02933648633816e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
256329	LMNTD2	1.07422268264093	1.02933648633816e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
2310	FOXO3B	0.00416618064374175	1.03160087388699e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
7284	TUFM	0.094987728329255	1.03196243647724e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
27018	BEX3	1.88894743329393	1.03555355670591e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
51564	HDAC7	0.806610504463076	1.05601926479649e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
5954	RCN1	-0.0849617046879606	1.05896925984589e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
9238	TBRG4	-0.213200647210656	1.06916741697579e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
1153	CIRBP	0.0990990722367787	1.06916741697579e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
100128071	FAM229A	0.446164327137291	1.07558880469697e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
NA	HNRNPA1P48	0.0430907474554704	1.08333020026291e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
9938	ARHGAP25	0.0130680925311463	1.08864095565081e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
84830	ADTRP	2.05153737294751	1.09183519639639e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
57509	MTUS1	0.798366954421619	1.10947637055952e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
100534592	URGCP-MRPS24	0.24955965527182	1.11061766511315e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
84247	RTL6	0.798860644481678	1.11364569224695e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
440519	ZNF724	-0.831681356164412	1.12567679748155e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
51121	RPL26L1	-0.0286706204585309	1.12884341195465e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
65993	MRPS34	0.143683320974969	1.13151616711422e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
197370	NSMCE1	0.403812911949516	1.13232683617828e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
4058	LTK	0.355214378964826	1.13756820576463e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
55893	ZNF395	0.963866631387502	1.14211247510846e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
196883	ADCY4	0.76960808742549	1.1434605134113e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
22893	BAHD1	0.229731683346508	1.17292366823231e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
65095	KRI1	0.0914899533267072	1.17425302998571e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
79004	CUEDC2	0.416558491699711	1.18153905922291e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
222663	SCUBE3	2.58436689971306	1.18801765568967e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
10544	PROCR	2.27859713791449	1.19291229144975e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
9507	ADAMTS4	0.667975701531956	1.1934624043952e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
163786	SASS6	-0.329886482176796	1.2090382868603e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
56953	NT5M	0.688707167991784	1.20970406854757e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
79009	DDX50	-0.0277576625426002	1.21038873841832e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
93109	TMEM44	1.47061206843216	1.21893038753167e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
283234	CCDC88B	0.323360746309281	1.21989759199333e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
79178	THTPA	0.239410762275184	1.22097650439583e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
1690	COCH	1.87690302081052	1.23471160726189e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
164091	PAQR7	0.614274804114685	1.23833428929645e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
54914	FOCAD	0.0568167866214549	1.24028745364607e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
29903	CCDC106	1.56788125413905	1.24156077913023e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
11010	GLIPR1	0.852015800095245	1.25254967547539e-05	0	0	0	0	0	0	0	0	0	0	0	FALSE
